vg,vd,id
0.000000,0.050000,4.728116427412e-13
0.050000,0.050000,1.909459001625e-12
0.100000,0.050000,7.490845319994e-12
0.150000,0.050000,2.839664339932e-11
0.200000,0.050000,1.207984515645e-10
0.250000,0.050000,4.743527080024e-10
0.300000,0.050000,1.833621857043e-09
0.350000,0.050000,7.549130825785e-09
0.400000,0.050000,2.986040004152e-08
0.450000,0.050000,9.102466606330e-08
0.500000,0.050000,5.504691669749e-07
0.550000,0.050000,1.067363462296e-06
0.600000,0.050000,1.516130413598e-06
0.650000,0.050000,2.040005481190e-06
0.700000,0.050000,2.513383315078e-06
0.750000,0.050000,3.105289590812e-06
0.800000,0.050000,3.554232926057e-06
0.850000,0.050000,4.014621930032e-06
0.900000,0.050000,4.444511566349e-06
0.950000,0.050000,5.011185310663e-06
1.000000,0.050000,5.551355838642e-06
1.050000,0.050000,6.000184296765e-06
1.100000,0.050000,6.809283924730e-06
1.150000,0.050000,7.266170117103e-06
1.200000,0.050000,6.960231177077e-06
1.250000,0.050000,7.606488963968e-06
1.300000,0.050000,8.505288276240e-06
1.350000,0.050000,8.936098149968e-06
1.400000,0.050000,9.611405290733e-06
1.450000,0.050000,1.011573661949e-05
1.500000,0.050000,1.124204786847e-05
1.550000,0.050000,1.068744625078e-05
1.600000,0.050000,1.141989816290e-05
1.650000,0.050000,1.281155897261e-05
1.700000,0.050000,1.279586095144e-05
1.750000,0.050000,1.331218837760e-05
1.800000,0.050000,1.334265913627e-05
0.000000,0.100000,5.097321792628e-13
0.050000,0.100000,2.142971664029e-12
0.100000,0.100000,8.516769484208e-12
0.150000,0.100000,3.257493874028e-11
0.200000,0.100000,1.318235295095e-10
0.250000,0.100000,5.345347520539e-10
0.300000,0.100000,2.073125465422e-09
0.350000,0.100000,8.465922020518e-09
0.400000,0.100000,3.390147918782e-08
0.450000,0.100000,9.054661481744e-08
0.500000,0.100000,6.335044144677e-07
0.550000,0.100000,1.628755247747e-06
0.600000,0.100000,2.670448547594e-06
0.650000,0.100000,3.634818921946e-06
0.700000,0.100000,4.488458824749e-06
0.750000,0.100000,5.724276501982e-06
0.800000,0.100000,6.501457928729e-06
0.850000,0.100000,7.803115412735e-06
0.900000,0.100000,8.327877158246e-06
0.950000,0.100000,9.867012419528e-06
1.000000,0.100000,1.059362174117e-05
1.050000,0.100000,1.117347461495e-05
1.100000,0.100000,1.248190293144e-05
1.150000,0.100000,1.362209165302e-05
1.200000,0.100000,1.471997285029e-05
1.250000,0.100000,1.514704207785e-05
1.300000,0.100000,1.605758789575e-05
1.350000,0.100000,1.770569674911e-05
1.400000,0.100000,1.834136868062e-05
1.450000,0.100000,1.973896763651e-05
1.500000,0.100000,2.107477149728e-05
1.550000,0.100000,2.055757926652e-05
1.600000,0.100000,2.277313495482e-05
1.650000,0.100000,2.448317436616e-05
1.700000,0.100000,2.438140222077e-05
1.750000,0.100000,2.498480684651e-05
1.800000,0.100000,2.720711528908e-05
0.000000,0.200000,5.509291169249e-13
0.050000,0.200000,2.236072772023e-12
0.100000,0.200000,8.577009102224e-12
0.150000,0.200000,3.300253288500e-11
0.200000,0.200000,1.369116276662e-10
0.250000,0.200000,5.396162661934e-10
0.300000,0.200000,2.228513286206e-09
0.350000,0.200000,8.718795279926e-09
0.400000,0.200000,3.286287943926e-08
0.450000,0.200000,8.769852747694e-08
0.500000,0.200000,6.637676598004e-07
0.550000,0.200000,1.742066078589e-06
0.600000,0.200000,3.210145809659e-06
0.650000,0.200000,5.199836390309e-06
0.700000,0.200000,7.296890019364e-06
0.750000,0.200000,9.330192193179e-06
0.800000,0.200000,1.149832122392e-05
0.850000,0.200000,1.330196007473e-05
0.900000,0.200000,1.515681972726e-05
0.950000,0.200000,1.706695165675e-05
1.000000,0.200000,1.981784041447e-05
1.050000,0.200000,1.981571982828e-05
1.100000,0.200000,2.310369632785e-05
1.150000,0.200000,2.522496043203e-05
1.200000,0.200000,2.606143158754e-05
1.250000,0.200000,2.949300503196e-05
1.300000,0.200000,3.059631767938e-05
1.350000,0.200000,3.407020401651e-05
1.400000,0.200000,3.506762429597e-05
1.450000,0.200000,3.795432103037e-05
1.500000,0.200000,4.065988805306e-05
1.550000,0.200000,4.167603001869e-05
1.600000,0.200000,4.207984398944e-05
1.650000,0.200000,4.319252845610e-05
1.700000,0.200000,4.974925139312e-05
1.750000,0.200000,4.903600664290e-05
1.800000,0.200000,5.015321317374e-05
0.000000,0.300000,5.493621376516e-13
0.050000,0.300000,2.165236623089e-12
0.100000,0.300000,8.894502456191e-12
0.150000,0.300000,3.455264448707e-11
0.200000,0.300000,1.374796431693e-10
0.250000,0.300000,5.355118955787e-10
0.300000,0.300000,2.209109262180e-09
0.350000,0.300000,8.407157842805e-09
0.400000,0.300000,3.522208421272e-08
0.450000,0.300000,9.562328986420e-08
0.500000,0.300000,6.205562217455e-07
0.550000,0.300000,1.593017895162e-06
0.600000,0.300000,3.350026663144e-06
0.650000,0.300000,5.795859555174e-06
0.700000,0.300000,7.722203118668e-06
0.750000,0.300000,1.040228258473e-05
0.800000,0.300000,1.404600003427e-05
0.850000,0.300000,1.638157518116e-05
0.900000,0.300000,1.950169087175e-05
0.950000,0.300000,2.256312670170e-05
1.000000,0.300000,2.621507310042e-05
1.050000,0.300000,2.845193909653e-05
1.100000,0.300000,3.206620830853e-05
1.150000,0.300000,3.461618644543e-05
1.200000,0.300000,3.685417721669e-05
1.250000,0.300000,4.041040469150e-05
1.300000,0.300000,4.256881008242e-05
1.350000,0.300000,4.680914793411e-05
1.400000,0.300000,4.814893392070e-05
1.450000,0.300000,5.109692706225e-05
1.500000,0.300000,5.829304117291e-05
1.550000,0.300000,5.870625783932e-05
1.600000,0.300000,6.170014640120e-05
1.650000,0.300000,6.580209626508e-05
1.700000,0.300000,6.694935813553e-05
1.750000,0.300000,7.031625108044e-05
1.800000,0.300000,7.474730765781e-05
0.000000,0.400000,5.516487626861e-13
0.050000,0.400000,2.103288378443e-12
0.100000,0.400000,8.889566809315e-12
0.150000,0.400000,3.391176894159e-11
0.200000,0.400000,1.331384982494e-10
0.250000,0.400000,5.325384860857e-10
0.300000,0.400000,2.152855086435e-09
0.350000,0.400000,9.105944141338e-09
0.400000,0.400000,3.332938512703e-08
0.450000,0.400000,9.224190924402e-08
0.500000,0.400000,6.122471696207e-07
0.550000,0.400000,1.723718969524e-06
0.600000,0.400000,3.395200951292e-06
0.650000,0.400000,5.357626037414e-06
0.700000,0.400000,7.847231653111e-06
0.750000,0.400000,1.118521588624e-05
0.800000,0.400000,1.504144383070e-05
0.850000,0.400000,1.877001015733e-05
0.900000,0.400000,2.376550535415e-05
0.950000,0.400000,2.656618148923e-05
1.000000,0.400000,2.986449466564e-05
1.050000,0.400000,3.427023484603e-05
1.100000,0.400000,3.831657243399e-05
1.150000,0.400000,4.253853979575e-05
1.200000,0.400000,4.635822010519e-05
1.250000,0.400000,5.066372408613e-05
1.300000,0.400000,5.174038677272e-05
1.350000,0.400000,5.987174904247e-05
1.400000,0.400000,6.133331053984e-05
1.450000,0.400000,6.410371352712e-05
1.500000,0.400000,7.175989811542e-05
1.550000,0.400000,7.739914407412e-05
1.600000,0.400000,7.956822039324e-05
1.650000,0.400000,8.279935043155e-05
1.700000,0.400000,8.401716024825e-05
1.750000,0.400000,9.853297734552e-05
1.800000,0.400000,9.692609993191e-05
0.000000,0.500000,5.286150194269e-13
0.050000,0.500000,2.127381679859e-12
0.100000,0.500000,8.692734888466e-12
0.150000,0.500000,3.294479959614e-11
0.200000,0.500000,1.381211769657e-10
0.250000,0.500000,5.396374154752e-10
0.300000,0.500000,2.259852562187e-09
0.350000,0.500000,8.926043337229e-09
0.400000,0.500000,3.182866009073e-08
0.450000,0.500000,9.236548413157e-08
0.500000,0.500000,6.249282005132e-07
0.550000,0.500000,1.790885663388e-06
0.600000,0.500000,3.337790691360e-06
0.650000,0.500000,5.512195615062e-06
0.700000,0.500000,7.783278925235e-06
0.750000,0.500000,1.179163588314e-05
0.800000,0.500000,1.572570991302e-05
0.850000,0.500000,1.835642274682e-05
0.900000,0.500000,2.388161466615e-05
0.950000,0.500000,2.744009972992e-05
1.000000,0.500000,3.297667401036e-05
1.050000,0.500000,3.658422184583e-05
1.100000,0.500000,4.547735369806e-05
1.150000,0.500000,4.662447536033e-05
1.200000,0.500000,5.253131138245e-05
1.250000,0.500000,5.887917710235e-05
1.300000,0.500000,6.178792184979e-05
1.350000,0.500000,6.751355093241e-05
1.400000,0.500000,7.177600627450e-05
1.450000,0.500000,7.768832619337e-05
1.500000,0.500000,8.013593087745e-05
1.550000,0.500000,8.685127492593e-05
1.600000,0.500000,9.242455641552e-05
1.650000,0.500000,9.702374074995e-05
1.700000,0.500000,1.031753210025e-04
1.750000,0.500000,1.070545117717e-04
1.800000,0.500000,1.155824537982e-04
0.000000,0.600000,5.417168140498e-13
0.050000,0.600000,2.168816482016e-12
0.100000,0.600000,8.498883422955e-12
0.150000,0.600000,3.397686711275e-11
0.200000,0.600000,1.323086832203e-10
0.250000,0.600000,5.557025446208e-10
0.300000,0.600000,2.104832556874e-09
0.350000,0.600000,8.480190323867e-09
0.400000,0.600000,3.489986814734e-08
0.450000,0.600000,9.382634438387e-08
0.500000,0.600000,6.513346308756e-07
0.550000,0.600000,1.638382307012e-06
0.600000,0.600000,3.379566783319e-06
0.650000,0.600000,5.491294125505e-06
0.700000,0.600000,7.740189729370e-06
0.750000,0.600000,1.147893253337e-05
0.800000,0.600000,1.456363898301e-05
0.850000,0.600000,1.841201064584e-05
0.900000,0.600000,2.379945209986e-05
0.950000,0.600000,2.877820501735e-05
1.000000,0.600000,3.486046424362e-05
1.050000,0.600000,3.773758987112e-05
1.100000,0.600000,4.814776019905e-05
1.150000,0.600000,5.067546731247e-05
1.200000,0.600000,5.499997817680e-05
1.250000,0.600000,6.479177951685e-05
1.300000,0.600000,6.886309777306e-05
1.350000,0.600000,7.634038097126e-05
1.400000,0.600000,8.077285927607e-05
1.450000,0.600000,8.744314293511e-05
1.500000,0.600000,9.429268063851e-05
1.550000,0.600000,9.739380238415e-05
1.600000,0.600000,1.077722882550e-04
1.650000,0.600000,1.100378114272e-04
1.700000,0.600000,1.145714242553e-04
1.750000,0.600000,1.238859665233e-04
1.800000,0.600000,1.313419230300e-04
0.000000,0.700000,5.432485115321e-13
0.050000,0.700000,2.122098617873e-12
0.100000,0.700000,8.832797658159e-12
0.150000,0.700000,3.274222389402e-11
0.200000,0.700000,1.332392736005e-10
0.250000,0.700000,5.477698946949e-10
0.300000,0.700000,2.091077905331e-09
0.350000,0.700000,8.679365382278e-09
0.400000,0.700000,3.446898100051e-08
0.450000,0.700000,9.569569285568e-08
0.500000,0.700000,6.444684654751e-07
0.550000,0.700000,1.716612307450e-06
0.600000,0.700000,3.387086820852e-06
0.650000,0.700000,5.086005583828e-06
0.700000,0.700000,8.905254805131e-06
0.750000,0.700000,1.103737059510e-05
0.800000,0.700000,1.462172605544e-05
0.850000,0.700000,1.963797707650e-05
0.900000,0.700000,2.381792163786e-05
0.950000,0.700000,2.756184005320e-05
1.000000,0.700000,3.547843628126e-05
1.050000,0.700000,4.214693766441e-05
1.100000,0.700000,4.721672924148e-05
1.150000,0.700000,5.275245890586e-05
1.200000,0.700000,6.108411753438e-05
1.250000,0.700000,6.539264824782e-05
1.300000,0.700000,7.518229820980e-05
1.350000,0.700000,8.168694543333e-05
1.400000,0.700000,8.643208703095e-05
1.450000,0.700000,9.130603494521e-05
1.500000,0.700000,1.015106280494e-04
1.550000,0.700000,1.063694482921e-04
1.600000,0.700000,1.197438827152e-04
1.650000,0.700000,1.237336921494e-04
1.700000,0.700000,1.332909410088e-04
1.750000,0.700000,1.377552243118e-04
1.800000,0.700000,1.453418070489e-04
0.000000,0.800000,5.342956256881e-13
0.050000,0.800000,2.221810778820e-12
0.100000,0.800000,9.146938025444e-12
0.150000,0.800000,3.419860085768e-11
0.200000,0.800000,1.350019536412e-10
0.250000,0.800000,5.445362477113e-10
0.300000,0.800000,2.147003288670e-09
0.350000,0.800000,8.491487630531e-09
0.400000,0.800000,3.466919432478e-08
0.450000,0.800000,9.278665796175e-08
0.500000,0.800000,6.949605610905e-07
0.550000,0.800000,1.757610632262e-06
0.600000,0.800000,3.402503221295e-06
0.650000,0.800000,5.660994678713e-06
0.700000,0.800000,8.080363603393e-06
0.750000,0.800000,1.182443018972e-05
0.800000,0.800000,1.473524171570e-05
0.850000,0.800000,1.876889404595e-05
0.900000,0.800000,2.369975092081e-05
0.950000,0.800000,2.911323356564e-05
1.000000,0.800000,3.354530798612e-05
1.050000,0.800000,4.123416401582e-05
1.100000,0.800000,4.574311734255e-05
1.150000,0.800000,5.778525050146e-05
1.200000,0.800000,6.312003758573e-05
1.250000,0.800000,6.748767665916e-05
1.300000,0.800000,7.473544642094e-05
1.350000,0.800000,8.382762679974e-05
1.400000,0.800000,9.218102029508e-05
1.450000,0.800000,9.769037386074e-05
1.500000,0.800000,1.058388317234e-04
1.550000,0.800000,1.161459767528e-04
1.600000,0.800000,1.228653381085e-04
1.650000,0.800000,1.365950391901e-04
1.700000,0.800000,1.456893412329e-04
1.750000,0.800000,1.488715358428e-04
1.800000,0.800000,1.590437139724e-04
0.000000,0.900000,5.255175614133e-13
0.050000,0.900000,2.219770113468e-12
0.100000,0.900000,8.662130677194e-12
0.150000,0.900000,3.502336495063e-11
0.200000,0.900000,1.441829774274e-10
0.250000,0.900000,5.109357656987e-10
0.300000,0.900000,2.195346525659e-09
0.350000,0.900000,8.390792834221e-09
0.400000,0.900000,3.514462225743e-08
0.450000,0.900000,9.041653433633e-08
0.500000,0.900000,6.589338003552e-07
0.550000,0.900000,1.776823868673e-06
0.600000,0.900000,3.448693614311e-06
0.650000,0.900000,5.540467890529e-06
0.700000,0.900000,8.000234002859e-06
0.750000,0.900000,1.119263369182e-05
0.800000,0.900000,1.549556889975e-05
0.850000,0.900000,1.931886234749e-05
0.900000,0.900000,2.289078182988e-05
0.950000,0.900000,3.010647930165e-05
1.000000,0.900000,3.559553379933e-05
1.050000,0.900000,4.257718807150e-05
1.100000,0.900000,4.783527250048e-05
1.150000,0.900000,5.708893284385e-05
1.200000,0.900000,6.158586655720e-05
1.250000,0.900000,7.323166499634e-05
1.300000,0.900000,7.974299645769e-05
1.350000,0.900000,8.816572014328e-05
1.400000,0.900000,9.832200935579e-05
1.450000,0.900000,1.021201407740e-04
1.500000,0.900000,1.132258511683e-04
1.550000,0.900000,1.225431250028e-04
1.600000,0.900000,1.361743500813e-04
1.650000,0.900000,1.434249976830e-04
1.700000,0.900000,1.440339371380e-04
1.750000,0.900000,1.605895494057e-04
1.800000,0.900000,1.711839714021e-04
0.000000,1.000000,5.829803240696e-13
0.050000,1.000000,2.070741247680e-12
0.100000,1.000000,8.531691688254e-12
0.150000,1.000000,3.592654707089e-11
0.200000,1.000000,1.319496455397e-10
0.250000,1.000000,5.277833060937e-10
0.300000,1.000000,2.212280590875e-09
0.350000,1.000000,8.941119859434e-09
0.400000,1.000000,3.384005963803e-08
0.450000,1.000000,9.604373394600e-08
0.500000,1.000000,6.743619594627e-07
0.550000,1.000000,1.857220776541e-06
